label,label_name,text,text_clean
0,ham,Ya had just now.onion roast.,ya had just now onion roast
0,ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope but i m going home now then go pump petrol lor like going num rain soon
0,ham,Sindu got job in birla soft ..,sindu got job in birla soft
1,spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r
1,spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",in the simpsons movie released in july num name the band that died at the start of the film a green day b blue day c red day send a b or c
0,ham,Lol great now im getting hungry.,lol great now im getting hungry
0,ham,"Haha get used to driving to usf man, I know a lot of stoners",haha get used to driving to usf man i know a lot of stoners
0,ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,have you heard about that job i m going to that wildlife talk again tonight if u want2come its that2worzels and a wizzle or whatever it is
0,ham,I attended but nothing is there.,i attended but nothing is there
0,ham,K..u also dont msg or reply to his msg..,k u also dont msg or reply to his msg
1,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge offer ends today tel num num num subject to t s and c s
1,spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",call num to use ur mins calls cast 10p min mob vary service provided by aom just gbp5 month aom box61 m60 1er until u stop ages num only
1,spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",england v macedonia dont miss the goals team news txt ur national team to num eg england to num try wales scotland 4txt ì¼1 num poboxox36504w45wq num
1,spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p num alfie moon s children in need song on ur mob tell ur m8s txt tone charity to num for nokias or poly charity for polys zed num profit num charity
1,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",this is the 2nd attempt to contract u you have won this weeks top prize of either å num cash or å num prize just call num
1,spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,please call num immediately as there is an urgent message waiting for you
1,spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,rgent this is the 2nd attempt to contact u u have won å num call num b4 num t csbcm4235wc1n3xx callcost 150ppm mobilesvary maxå num num
0,ham,"Merry Christmas to you too babe, i love ya *kisses*",merry christmas to you too babe i love ya kisses
0,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),nope but i ll b going num sch on fri quite early lor cos mys sis got paper in da morn
0,ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",no but we found a diff farm shop to buy some cheese on way back now can i call in
0,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl
0,ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,dont know supports ass and srt i thnk i think ps3 can play through usb too
0,ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,i have had two more letters from i will copy them for you cos one has a message for you speak soon
0,ham,Am okay. Will soon be over. All the best,am okay will soon be over all the best
0,ham,Now? I'm going out 4 dinner soon..,now i m going out num dinner soon
0,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,that s ok i popped in to ask bout something and she said you d been in are you around tonght wen this girl comes
0,ham,Might ax well im there.,might ax well im there
0,ham,I uploaded mine to Facebook,i uploaded mine to facebook
0,ham,Who's there say hi to our drugdealer,who s there say hi to our drugdealer
1,spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,sex up ur mobile with a free sexy pic of jordan just text babe to num then every wk get a sexy celeb pocketbabe co uk num more pics num å num wk num
0,ham,Thats cool. How was your day?,thats cool how was your day
0,ham,"Tonight? Yeah, I'd be down for that",tonight yeah i d be down for that
0,ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",machan you go to gym tomorrow i wil come late goodnight
0,ham,Dont pick up d call when something important is There to tell. Hrishi,dont pick up d call when something important is there to tell hrishi
0,ham,Dai what this da.. Can i send my resume to this id.,dai what this da can i send my resume to this id
0,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometimes we put walls around our hearts not just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon
0,ham,Cps is causing the outages to conserve energy.,cps is causing the outages to conserve energy
0,ham,"I'm in solihull, | do you want anything?",i m in solihull do you want anything
0,ham,Ya even those cookies have jelly on them,ya even those cookies have jelly on them
0,ham,My planning usually stops at \find hella weed,my planning usually stops at find hella weed
0,ham,Its not that time of the month nor mid of the time?,its not that time of the month nor mid of the time
0,ham,Well i will watch shrek in 3D!!B),well i will watch shrek in 3d b
0,ham,Oh k k:)but he is not a big hitter.anyway good,oh k k but he is not a big hitter anyway good
0,ham,We'll join the  &lt;#&gt;  bus,we ll join the lt gt bus
0,ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",give her something to drink if she takes it and doesn t vomit then you her temp might drop if she unmits however let me know
1,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to num now opt out txt eng stop box39822 w111wx å num
0,ham,Where did u go? My phone is gonna die you have to stay in here,where did u go my phone is gonna die you have to stay in here
0,ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,up to ì_ ìï wan come then come lor but i din c any stripes skirt
0,ham,This pain couldn't have come at a worse time.,this pain couldn t have come at a worse time
0,ham,I WILL CAL YOU SIR. In meeting,i will cal you sir in meeting
0,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical
0,ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ok lor anyway i thk we cant get tickets now cos like quite late already u wan num go look num ur frens a not darren is wif them now
0,ham,Ok u can take me shopping when u get paid =D,ok u can take me shopping when u get paid d
0,ham,No way I'm going back there!,no way i m going back there
1,spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u can win å num of music gift vouchers every week starting now txt the word draw to num tscs url skillgame 1winaweek age16 150ppermesssubscription
0,ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",i can probably come by everybody s done around lt gt right
0,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",hi hope u get this txt journey hasnt been gd now about num mins late i think
1,spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",thanks for your ringtone order reference number x49 your mobile will be charged num should your tone not arrive please call customer services num from colour red text colour txtstar
0,ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,i enjoy watching and playing football and basketball anything outdoors and you
0,ham,I dunno they close oredi not... ÌÏ v ma fan...,i dunno they close oredi not ìï v ma fan
0,ham,Shuhui has bought ron's present it's a swatch watch...,shuhui has bought ron s present it s a swatch watch
0,ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for
1,spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win å num this week in our weekly quiz text play to num now t cs winnersclub po box num m26 3uz num gbp1 num week
0,ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today
0,ham,I can ask around but there's not a lot in terms of mids up here,i can ask around but there s not a lot in terms of mids up here
0,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,he s in lag that s just the sad part but we keep in touch thanks to skype
0,ham,ÌÏ come lt 25 n pass to me lar,ìï come lt num n pass to me lar
0,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,i take it we didn t have the phone callon friday can we assume we won t have it this year now
0,ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,well keep in mind i ve only got enough gas for one more round trip barring a sudden influx of cash
0,ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,yo do you know anyone lt gt or otherwise able to buy liquor our guy flaked and right now if we don t get a hold of somebody its just num loko all night
0,ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,i m gonna say no sorry i would but as normal am starting to panic about time sorry again are you seeing on tuesday
0,ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,no need lar jus testing e phone card dunno network not gd i thk me waiting num my sis num finish bathing so i can bathe dun disturb u liao u cleaning ur room
0,ham,"\I;m reaching in another 2 stops.\""""",i m reaching in another num stops
0,ham,Am in gobi arts college,am in gobi arts college
0,ham,Jokin only lar... :-) depends on which phone my father can get lor...,jokin only lar depends on which phone my father can get lor
0,ham,"Wat time liao, where still got.",wat time liao where still got
0,ham,No need for the drug anymore.,no need for the drug anymore
0,ham,Match started.india  &lt;#&gt;  for 2,match started india lt gt for num
0,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,is it ok if i stay the night here xavier has a sleeping bag and i m getting tired
0,ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,i came hostel i m going to sleep plz call me up before class hrishi
0,ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want
0,ham,Yes princess! I want to please you every night. Your wish is my command...,yes princess i want to please you every night your wish is my command
0,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked
0,ham,Not able to do anything.,not able to do anything
0,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,lol you won t feel bad when i use her money to take you out to a steak dinner d
0,ham,K.k.this month kotees birthday know?,k k this month kotees birthday know
0,ham,We got a divorce. Lol. She.s here,we got a divorce lol she s here
0,ham,Reverse is cheating. That is not mathematics.,reverse is cheating that is not mathematics
0,ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,never y lei i v lazy got wat dat day ì_ send me da url cant work one
1,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,can u get num phone now i wanna chat num set up meet call me now on num u can cum here 2moro luv jane xx callså num minmoremobsemspobox45po139wa
0,ham,Ok... Then r we meeting later?,ok then r we meeting later
0,ham,10 min later k...,num min later k
0,ham,Alex says he's not ok with you not being ok with it,alex says he s not ok with you not being ok with it
0,ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure if i get an acknowledgement from you that it s astoundingly tactless and generally faggy to demand a blood oath fo
0,ham,So no messages. Had food?,so no messages had food
0,ham,Total video converter free download type this in google search:),total video converter free download type this in google search
0,ham,Just curious because my cuz asked what I was up to,just curious because my cuz asked what i was up to
0,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",dude what s up how teresa hope you have been okay when i didnt hear from these people i called them and they had received the package since dec lt gt just thot you ld like to know do have a fantastic year and all the best with your reading plus if you can really really bam first aid for usmle then your work is done
1,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to num å num sp tyrone
0,ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",urgh coach hot smells of chip fat thanks again especially for the duvet not a predictive text word
1,spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,do you want a new nokia 3510i colour phone delivered tomorrow with num free minutes to any mobile num free text free camcorder reply or call num
1,spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",text82228 get more ringtones logos and games from url questions email
0,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,don t fret i ll buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal address u ll be alright okay
0,ham,Yupz... I've oredi booked slots 4 my weekends liao...,yupz i ve oredi booked slots num my weekends liao
0,ham,I was gonna ask you lol but i think its at 7,i was gonna ask you lol but i think its at num
0,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,yup i havent been there before you want to go for the yoga i can call up to book
0,ham,I will vote for wherever my heart guides me,i will vote for wherever my heart guides me
0,ham,Ok k..sry i knw 2 siva..tats y i askd..,ok k sry i knw num siva tats y i askd
1,spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",for your chance to win a free bluetooth headset then simply reply back with adp
0,ham,Anytime...,anytime
0,ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,its a valentine game send dis msg to all ur friends if num answers r d same then someone really loves u ques which colour suits me the best rply me
0,ham,Well. You know what i mean. Texting,well you know what i mean texting
0,ham,"Haha awesome, omw back now then",haha awesome omw back now then
0,ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,hello hun how ru its here by the way im good been on num dates with that guy i met in walkabout so far we have to meet up soon hows everyone else
0,ham,See the forwarding message for proof,see the forwarding message for proof
0,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got but got num colours lor one colour is quite light n e other is darker lor actually i m done she s styling my hair now
1,spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,num kick off a new season with 2wks free goals news to ur mobile txt ur club name to num eg villa to num
0,ham,You've always been the brainy one.,you ve always been the brainy one
0,ham,Should I be stalking u?,should i be stalking u
0,ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,me sef dey laugh you meanwhile how s my darling anjie
0,ham,I'm thinking that chennai forgot to come for auction..,i m thinking that chennai forgot to come for auction
0,ham,No de.am seeing in online shop so that i asked.,no de am seeing in online shop so that i asked
0,ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",i m nt goin got somethin on unless they meetin num dinner lor haha i wonder who will go tis time
1,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,private your num account statement for shows num un redeemed s i m points call num identifier code num expires num num num
0,ham,WHO ARE YOU SEEING?,who are you seeing
0,ham,Some of them told accenture is not confirm. Is it true.,some of them told accenture is not confirm is it true
0,ham,Am i that much dirty fellow?,am i that much dirty fellow
0,ham,Aiyar sorry lor forgot 2 tell u...,aiyar sorry lor forgot num tell u
0,ham,Having lunch:)you are not in online?why?,having lunch you are not in online why
0,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",yeah there s barely enough room for the two of us x has too many fucking shoes sorry man see you later
0,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow i want to got to court at lt decimal gt so you come to bus stand at num
0,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about
0,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!",i do know what u mean is the king of not havin credit i m goin2bed now night night sweet only1more sleep
0,ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,thanks it was only from tescos but quite nice all gone now speak soon
0,ham,How come guoyang go n tell her? Then u told her?,how come guoyang go n tell her then u told her
0,ham,Fine. Do you remember me.,fine do you remember me
0,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg if its not one thing its another my cat has worms when does this bad day end
0,ham,Tmr timin still da same wat cos i got lesson until 6...,tmr timin still da same wat cos i got lesson until num
0,ham,Lol no. U can trust me.,lol no u can trust me
0,ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,but really quite funny lor wat then u shd haf run shorter distance wat
0,ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",û_ we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon ham
1,spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,dear dave this is your final notice to collect your num tenerife holiday or num cash award call num from landline tcs sae box326 cw25wx 150ppm
0,ham,"Just checked out, heading out to drop off my stuff now",just checked out heading out to drop off my stuff now
0,ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,fine if thatåõs the way u feel thatåõs the way its gota b
0,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore
1,spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,your b4u voucher w c num num is marsms log onto url for discount credit to opt out reply stop customer care call num
0,ham,Just come home. I don't want u to be miserable,just come home i don t want u to be miserable
0,ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,excellent i spent lt gt years in the air force iraq and afghanistan i am stable and honest do you like traveling
1,spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,private your num account statement for num shows num un redeemed s i m points call num identifier code num expires num num num
1,spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa calling would your little ones like a call from santa xmas eve call num to book you time calls1 50ppm last 3mins 30s t c url
0,ham,"Probably gonna be here for a while, see you later tonight &lt;)",probably gonna be here for a while see you later tonight lt
0,ham,Jus ans me lar. U'll noe later.,jus ans me lar u ll noe later
0,ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,i meant as an apology from me for texting you to get me drugs at lt gt at night
1,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",num new mobiles from num must go txt nokia to no num collect yours today from only å num url 2optout num 50gbp mtmsg18 txtauction
0,ham,Ok anyway no need to change with what you said,ok anyway no need to change with what you said
0,ham,I've reached home finally...,i ve reached home finally
0,ham,Good night. Am going to sleep.,good night am going to sleep
0,ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning
0,ham,I dunno until when... Lets go learn pilates...,i dunno until when lets go learn pilates
0,ham,No did you check? I got his detailed message now,no did you check i got his detailed message now
0,ham,"Haven't seen my facebook, huh? Lol!",haven t seen my facebook huh lol
0,ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",speak only when you feel your words are better than the silence gud mrng
0,ham,On the road so cant txt,on the road so cant txt
0,ham,I'm fine. Hope you are good. Do take care.,i m fine hope you are good do take care
0,ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",dear friends sorry for the late information today is the birthday of our loving ar praveesh for more details log on to face book and see its his number lt gt dont miss a delicious treat
1,spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent your mobile was awarded a å num bonus caller prize on num num num our final attempt num contact u call num
0,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),wow didn t think it was that common i take it all back ur not a freak unless u chop it off
0,ham,Were somewhere on Fredericksburg,were somewhere on fredericksburg
0,ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,just woke up yeesh its late but i didn t fall asleep til lt gt am
0,ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),it s ì only num ard ìä rest all ard num at least which is ì price num ì num bedrm num
1,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u have a secret admirer who is looking num make contact with u find out who they r reveal who thinks ur so special call on num
0,ham,"Haha yeah I see that now, be there in a sec",haha yeah i see that now be there in a sec
1,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
0,ham,That's y we haf to combine n c how lor...,that s y we haf to combine n c how lor
0,ham,Wife.how she knew the time of murder exactly,wife how she knew the time of murder exactly
0,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at num how was your night
0,ham,Ard 515 like dat. Y?,ard num like dat y
0,ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,cheers for the message zogtorius iåõve been staring at my phone for an age deciding whether to text or not
0,ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,forgot to tell ì_ smth can ì_ like number the sections so that it s clearer
0,ham,I'm working technical support :)voice process.networking field.,i m working technical support voice process networking field
0,ham,Can you please send me my aunty's number,can you please send me my aunty s number
0,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx4 today cer it was nice num catch up but we ave num find more time more often oh well take care c u soon c
0,ham,Hey are we going for the lo lesson or gym?,hey are we going for the lo lesson or gym
0,ham,Lil fever:) now fine:),lil fever now fine
0,ham,"\What are youdoing later? Sar xxx\""""",what are youdoing later sar xxx
0,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess we can go num kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao
0,ham,"Yeah, we got one lined up for us",yeah we got one lined up for us
0,ham,No no:)this is kallis home ground.amla home town is durban:),no no this is kallis home ground amla home town is durban
0,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,if i start sending blackberry torch to nigeria will you find buyer for me like 4a month and tell dad not to buy bb from anyone oh
1,spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",claim a num shopping spree just call num now have you won mobstorequiz10ppm
0,ham,Honey boo I'm missing u.,honey boo i m missing u
1,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price orange line rental latest camera phones num free had your phone 11mths call mobilesdirect free on num to update now or2stoptxt t cs
0,ham,Anything lor but toa payoh got place 2 walk meh...,anything lor but toa payoh got place num walk meh
0,ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth is doing comedy in captain tv he is drunken
0,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable
0,ham,In e msg jus now. U said thanks for gift.,in e msg jus now u said thanks for gift
0,ham,Ok lor thanx... ÌÏ in school?,ok lor thanx ìï in school
0,ham,Why did I wake up on my own &gt;:(,why did i wake up on my own gt
0,ham,No objection. My bf not coming.,no objection my bf not coming
0,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get num u r cute num u r luvd num u r so lucky none people hate u
0,ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp don t worry
0,ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,my house here e sky quite dark liao if raining then got excuse not num run already rite hee
0,ham,Well thats nice. Too bad i cant eat it,well thats nice too bad i cant eat it
0,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesome i remember the last time we got somebody high for the first time with diesel v
0,ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",babe how goes that day what are you doing where are you i sip my cappuccino and think of you my love i send a kiss to you from across the sea
0,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,my no in luton num ring me if ur around h
0,ham,Lol wtf random. Btw is that your lunch break,lol wtf random btw is that your lunch break
0,ham,Going for dinner.msg you after.,going for dinner msg you after
0,ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,me too mark is taking forever to pick up my prescription and the pain is coming back
0,ham,Genius what's up. How your brother. Pls send his number to my skype.,genius what s up how your brother pls send his number to my skype
0,ham,Mine here like all fr china then so noisy.,mine here like all fr china then so noisy
0,ham,Can you pls send me that company name. In saibaba colany,can you pls send me that company name in saibaba colany
0,ham,My exam is for february 4. Wish you a great day.,my exam is for february num wish you a great day
0,ham,Good morning princess! Happy New Year!,good morning princess happy new year
0,ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never comes when it comes it s already today in the hunt of beautiful tomorrow don t waste your wonderful today goodmorning
1,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge
0,ham,"Sorry that took so long, omw now",sorry that took so long omw now
1,spam,88800 and 89034 are premium phone services call 08718711108,num and num are premium phone services call num
0,ham,"He will, you guys close?",he will you guys close
1,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear u ve been invited to xchat this is our final attempt to contact u txt chat to num
0,ham,how tall are you princess?,how tall are you princess
